SentenceId,View,Opinion
025504,长安,neu
024595,甲壳虫,neu
024595,福特,neu
005341,宝马,neu
014473,宝骏,neu
000084,长安,neu
018018,英朗,pos
018113,英菲尼迪,neu
005850,荣威,neu
015384,长安,neu
026535,宝马,neu
022056,宝马,neu
004962,东风,neu
002772,科鲁兹,neu
004774,东风,neu
020235,长安逸动,neu
020235,吉利,neu
011598,Tesla,neu
011598,奔驰,neu
011598,大众,neu
026621,东风,pos
025637,宾利,neu
026827,途安,pos
011785,丰田,neu
011785,普锐斯,neu
010100,绅宝,neu
019823,福特,neu
019823,V7,neu
018028,翼虎,neu
018028,蒙迪欧,neu
008455,桑塔纳,neu
008129,昂科塞拉,neu
008129,马自达,neu
003109,途观,neu
004931,英菲尼迪,pos
009584,B70,pos
009584,奔腾,neu
019565,迈锐宝,neu
019565,锐宝,neu
012192,英朗,pos
011936,昕动,pos
002952,长安,neu
027157,宝马,pos
012547,大众,neu
012233,英菲尼迪,pos
005669,奥迪,neu
000604,速派,pos
018004,英朗,pos
025257,凯迪拉克,neu
025257,英菲尼迪,neu
007654,吉利,neu
012449,本田,neu
002789,斯柯达,pos
002789,大众,neu
021485,速腾,neu
014711,途观,pos
003333,奥迪,neu
010228,宝马,neu
022791,Polo,pos
022791,大众,neu
014681,凯迪拉克,neu
009590,奥迪,neu
006593,亚迪,neu
006593,北汽,neu
006593,江淮,neu
013388,广汽,neu
013388,G20,neu
013388,GA8,neu
000326,A5,pos
000267,奥迪,neu
000267,奔驰,neu
000267,宝马,neu
021432,BMW,neu
010236,东风,neu
006550,奥迪丰田,neu
006550,法拉利,neu
006550,路虎,neu
006550,奔驰,neu
006550,宾利,neu
006550,宝马,neu
010647,法拉利,neu
005911,大众,neu
024558,奔驰,neu
027348,雅阁,pos
002303,君越,pos
002303,福特,neu
007156,PoloGTI,pos
007156,嘉年华,neu
021275,雪佛兰,neu
018198,菲亚特菲翔,neu
005992,CR-V,neu
020882,斯巴鲁,neu
020882,雪铁龙,neu
020882,大众,neu
020882,奥迪,neu
020882,奔驰,neu
020882,欧宝,neu
020882,宝马,neu
020683,别克,neu
008700,奥迪,pos
001437,萨博,pos
001437,北汽,neu
012028,宝马,neu
007222,迈锐宝,neu
026543,迈腾,pos
004001,英朗,neu
024598,保时捷,neu
011373,唐,pos
011373,比亚迪,neu
027036,大众,neu
000873,劳斯莱斯,neu
027250,大众,neu
026415,凯迪拉克,neu
000182,奥迪,neu
000182,斯柯达,pos
000182,大众,neu
026637,大众,neu
021269,宝马,neu
008217,奥迪,neu
008217,劳斯莱斯,neu
013307,高尔夫,neu
000514,科鲁兹,neu
000514,福克斯,neu
001367,速派,pos
016923,长城,neu
022793,大众,neu
022793,本田,neu
001022,铃木,neu
002276,速派,pos
002276,斯柯达,neu
008747,荷兰,neu
003229,迈锐宝,neu
003229,雪佛兰,neu
016389,万达,pos
019282,大众,neu
013309,途安,pos
013123,东风,neu
020599,明锐,pos
018207,江淮,neu
014825,朗境,pos
014825,宝马,neu
014825,大众,neu
014825,凌渡,pos
002344,凌渡,pos
003655,雅阁,neu
000108,亚迪,neu
000108,比亚迪,neu
028142,现代,neu
016433,林肯,neu
027857,广汽,neu
027857,荣威,neu
012529,广汽,neu
018867,GS8,pos
018867,广汽,neu
012125,迈腾,neu
012125,吉利,neu
012125,科鲁兹,neu
012125,雪佛兰,neu
012125,锐,pos
017109,陆风,neu
024856,Tiguan,neu
024856,大众,neu
002018,飞度,pos
